node_id,timestamp,temperature,humidity,mq2_analog,mq9_analog,mq135_analog,rssi,snr,air_quality,emergency
NODE_001,2025-01-01T08:35:00,25.05,62.42,185,151,254,-82,5.5,Good,False
NODE_001,2025-01-01T08:40:00,25.13,58.6,211,134,244,-84,5.9,Good,False
NODE_001,2025-01-01T08:45:00,22.96,61.46,210,132,245,-87,4.9,Good,False
NODE_001,2025-01-01T08:50:00,25.44,59.0,189,157,252,-86,5.9,Good,False
NODE_001,2025-01-01T08:55:00,23.85,59.77,206,137,266,-85,6.1,Good,False
NODE_001,2025-01-01T09:00:00,24.76,60.7,187,164,249,-82,6.1,Good,False
NODE_001,2025-01-01T09:05:00,24.77,61.42,207,154,256,-84,6.4,Good,False
NODE_001,2025-01-01T09:10:00,24.91,62.88,193,168,249,-87,5.2,Good,False
NODE_001,2025-01-01T09:15:00,25.56,58.73,209,147,249,-85,4.8,Good,False
NODE_001,2025-01-01T09:20:00,23.42,61.52,207,154,240,-85,7.2,Good,False
NODE_001,2025-01-01T09:25:00,24.98,61.05,217,141,250,-87,5.9,Good,False
NODE_001,2025-01-01T09:30:00,26.8,61.28,194,155,263,-83,6.9,Good,False
NODE_001,2025-01-01T09:35:00,25.36,60.79,206,144,260,-82,6.1,Good,False
NODE_001,2025-01-01T09:40:00,27.08,58.62,217,151,243,-85,5.5,Good,False
NODE_001,2025-01-01T09:45:00,24.47,61.24,211,179,249,-84,6.1,Good,False
NODE_001,2025-01-01T09:50:00,25.61,57.95,197,133,253,-83,5.1,Good,False
NODE_001,2025-01-01T09:55:00,24.1,56.88,220,148,267,-85,6.4,Good,False
NODE_001,2025-01-01T10:00:00,25.65,56.85,214,163,243,-84,6.2,Good,False
NODE_001,2025-01-01T10:05:00,24.71,56.7,199,148,260,-82,5.1,Good,False
NODE_001,2025-01-01T10:10:00,24.64,57.76,187,161,245,-84,5.2,Good,False
NODE_001,2025-01-01T10:15:00,24.73,55.81,202,147,262,-81,6.4,Good,False
NODE_001,2025-01-01T10:20:00,24.65,59.3,196,170,253,-84,5.8,Good,False
NODE_001,2025-01-01T10:25:00,25.38,59.35,194,150,243,-83,6.0,Good,False
NODE_001,2025-01-01T10:30:00,25.08,56.0,209,153,259,-90,5.6,Good,False
NODE_001,2025-01-01T10:35:00,25.4,58.12,206,152,243,-85,6.1,Good,False
NODE_001,2025-01-01T10:40:00,25.87,60.99,201,153,274,-85,5.8,Good,False
NODE_001,2025-01-01T10:45:00,25.07,60.4,204,139,256,-81,5.4,Good,False
NODE_001,2025-01-01T10:50:00,25.3,58.49,199,153,253,-84,6.3,Good,False
NODE_001,2025-01-01T10:55:00,25.36,56.63,190,160,255,-85,6.7,Good,False
NODE_001,2025-01-01T11:00:00,24.85,60.25,198,150,239,-87,5.6,Good,False
NODE_001,2025-01-01T11:05:00,26.55,56.89,196,137,243,-81,6.5,Good,False
NODE_001,2025-01-01T11:10:00,24.31,64.5,209,146,225,-80,5.4,Good,False
NODE_001,2025-01-01T11:15:00,23.47,62.89,181,173,257,-83,6.4,Good,False
NODE_001,2025-01-01T11:20:00,25.76,60.56,201,149,242,-85,5.6,Good,False
NODE_001,2025-01-01T11:25:00,24.02,61.94,193,130,253,-86,6.5,Good,False
NODE_001,2025-01-01T11:30:00,24.02,59.55,205,140,251,-87,6.1,Good,False
NODE_001,2025-01-01T11:35:00,24.06,62.79,199,144,250,-84,6.3,Good,False
NODE_001,2025-01-01T11:40:00,25.05,60.08,192,143,235,-81,5.9,Good,False
NODE_001,2025-01-01T11:45:00,25.75,61.49,192,158,244,-86,6.1,Good,False
NODE_001,2025-01-01T11:50:00,24.16,64.29,188,153,256,-84,6.6,Good,False
NODE_001,2025-01-01T11:55:00,26.62,56.93,202,164,233,-86,6.8,Good,False
NODE_001,2025-01-01T12:00:00,26.68,58.89,205,166,246,-85,5.4,Good,False
NODE_001,2025-01-01T12:05:00,24.29,58.83,198,142,250,-84,5.2,Good,False
NODE_001,2025-01-01T12:10:00,25.33,61.67,180,153,262,-87,6.3,Good,False
NODE_001,2025-01-01T12:15:00,26.95,59.48,217,150,243,-83,5.5,Good,False
NODE_001,2025-01-01T12:20:00,25.17,57.17,198,140,242,-82,5.7,Good,False
NODE_001,2025-01-01T12:25:00,23.59,60.15,207,150,262,-84,5.8,Good,False
NODE_001,2025-01-01T12:30:00,25.13,59.7,207,159,242,-87,6.0,Good,False
NODE_001,2025-01-01T12:35:00,25.71,58.3,183,171,238,-85,6.4,Good,False
NODE_001,2025-01-01T12:40:00,25.08,59.8,209,147,252,-84,5.7,Good,False
NODE_001,2025-01-01T12:45:00,24.76,57.62,196,139,263,-82,6.2,Good,False
NODE_001,2025-01-01T12:50:00,24.97,61.64,213,155,250,-87,5.8,Good,False
NODE_001,2025-01-01T12:55:00,24.01,61.02,200,131,243,-86,5.9,Good,False
NODE_001,2025-01-01T13:00:00,23.79,61.2,215,162,247,-82,5.7,Good,False
NODE_001,2025-01-01T13:05:00,24.59,59.27,192,153,243,-84,6.0,Good,False
NODE_001,2025-01-01T13:10:00,25.44,62.38,209,135,224,-83,5.9,Good,False
NODE_001,2025-01-01T13:15:00,25.99,58.99,188,162,246,-86,4.7,Good,False
NODE_001,2025-01-01T13:20:00,24.45,60.78,185,151,249,-83,5.0,Good,False
NODE_001,2025-01-01T13:25:00,27.06,57.61,199,161,241,-87,5.2,Good,False
NODE_001,2025-01-01T13:30:00,26.47,59.58,193,160,243,-81,6.0,Good,False
NODE_001,2025-01-01T13:35:00,25.92,62.82,212,152,257,-84,5.6,Good,False
NODE_001,2025-01-01T13:40:00,25.46,58.64,220,151,246,-84,5.6,Good,False
NODE_001,2025-01-01T13:45:00,26.3,58.04,186,156,261,-82,6.4,Good,False
NODE_001,2025-01-01T13:50:00,26.0,58.49,185,165,246,-85,6.3,Good,False
NODE_001,2025-01-01T13:55:00,26.22,58.83,200,164,267,-83,6.5,Good,False
NODE_001,2025-01-01T14:00:00,24.64,58.32,189,130,270,-87,5.8,Good,False
NODE_001,2025-01-01T14:05:00,24.67,60.42,198,136,259,-85,6.1,Good,False
NODE_001,2025-01-01T14:10:00,24.75,63.21,204,157,256,-82,6.2,Good,False
NODE_001,2025-01-01T14:15:00,25.03,59.81,199,158,255,-82,6.0,Good,False
NODE_001,2025-01-01T14:20:00,25.31,63.4,202,176,255,-88,6.2,Good,False
NODE_001,2025-01-01T14:25:00,25.9,58.76,204,147,249,-85,5.6,Good,False
NODE_001,2025-01-01T14:30:00,24.42,61.18,216,153,238,-84,6.1,Good,False
NODE_001,2025-01-01T14:35:00,26.45,57.1,188,145,241,-81,5.8,Good,False
NODE_001,2025-01-01T14:40:00,25.22,61.87,185,132,234,-82,6.1,Good,False
NODE_001,2025-01-01T14:45:00,24.16,64.43,197,151,243,-80,6.6,Good,False
NODE_001,2025-01-01T14:50:00,26.02,61.19,207,144,241,-85,6.6,Good,False
NODE_001,2025-01-01T14:55:00,24.35,61.9,206,122,258,-86,5.1,Good,False
NODE_001,2025-01-01T15:00:00,24.92,59.76,215,156,239,-81,5.8,Good,False
NODE_001,2025-01-01T15:05:00,25.26,62.29,196,161,230,-85,5.4,Good,False
NODE_001,2025-01-01T15:10:00,25.14,56.46,203,148,245,-88,5.8,Good,False
NODE_001,2025-01-01T15:15:00,25.4,59.62,213,138,249,-85,6.9,Good,False
NODE_001,2025-01-01T15:20:00,26.66,59.09,193,154,240,-84,6.2,Good,False
NODE_001,2025-01-01T15:25:00,25.12,58.05,191,153,247,-83,5.6,Good,False
NODE_001,2025-01-01T15:30:00,26.49,59.46,199,142,225,-83,6.1,Good,False
NODE_001,2025-01-01T15:35:00,25.09,61.4,200,148,243,-83,5.4,Good,False
NODE_001,2025-01-01T15:40:00,25.29,57.29,204,149,233,-82,5.8,Good,False
NODE_001,2025-01-01T15:45:00,24.46,61.27,195,160,276,-84,6.3,Good,False
NODE_001,2025-01-01T15:50:00,25.18,59.27,191,150,239,-90,5.8,Good,False
NODE_001,2025-01-01T15:55:00,27.01,63.54,189,142,250,-85,6.7,Good,False
NODE_001,2025-01-01T16:00:00,24.35,58.4,195,140,251,-81,5.8,Good,False
NODE_001,2025-01-01T16:05:00,25.51,60.63,199,149,242,-85,7.6,Good,False
NODE_001,2025-01-01T16:10:00,25.3,58.5,195,161,251,-87,6.2,Good,False
NODE_001,2025-01-01T16:15:00,26.37,62.38,205,157,248,-84,5.6,Good,False
NODE_001,2025-01-01T16:20:00,24.36,62.06,196,145,240,-84,5.6,Good,False
NODE_001,2025-01-01T16:25:00,25.2,60.38,202,155,250,-87,6.2,Good,False
NODE_001,2025-01-01T16:30:00,24.81,61.97,211,175,255,-84,5.6,Good,False
NODE_001,2025-01-01T16:35:00,25.6,60.54,203,168,253,-82,5.9,Good,False
NODE_001,2025-01-01T16:40:00,22.88,58.78,212,149,240,-86,5.7,Good,False
NODE_001,2025-01-01T16:45:00,24.59,58.67,179,157,262,-83,5.8,Good,False
NODE_001,2025-01-01T16:50:00,25.4,59.95,190,153,238,-82,5.8,Good,False
NODE_001,2025-01-01T16:55:00,25.52,58.98,207,163,260,-87,5.7,Good,False
NODE_001,2025-01-01T17:00:00,25.51,60.36,203,154,256,-82,6.1,Good,False
NODE_001,2025-01-01T17:05:00,25.65,58.07,201,132,227,-89,6.4,Good,False
NODE_001,2025-01-01T17:10:00,24.46,59.82,203,151,257,-85,6.1,Good,False
NODE_001,2025-01-01T17:15:00,25.32,61.78,194,156,246,-84,6.9,Good,False
NODE_001,2025-01-01T17:20:00,24.78,59.3,199,146,257,-88,6.5,Good,False
NODE_001,2025-01-01T17:25:00,24.14,60.86,208,159,252,-85,5.9,Good,False
NODE_001,2025-01-01T17:30:00,25.07,62.32,190,152,259,-83,6.3,Good,False
NODE_001,2025-01-01T17:35:00,27.69,56.38,193,164,246,-85,6.5,Good,False
NODE_001,2025-01-01T17:40:00,26.61,62.63,216,157,250,-88,5.9,Good,False
NODE_001,2025-01-01T17:45:00,22.6,60.85,201,164,256,-86,6.1,Good,False
NODE_001,2025-01-01T17:50:00,24.26,57.36,193,149,245,-86,5.9,Good,False
NODE_001,2025-01-01T17:55:00,22.93,60.9,187,141,243,-85,5.6,Good,False
NODE_001,2025-01-01T18:00:00,25.32,62.68,181,151,248,-83,5.6,Good,False
NODE_001,2025-01-01T18:05:00,25.27,60.21,178,149,260,-86,5.2,Good,False
NODE_001,2025-01-01T18:10:00,23.2,56.83,202,155,234,-83,6.1,Good,False
NODE_001,2025-01-01T18:15:00,24.39,58.58,203,141,227,-85,5.5,Good,False
NODE_001,2025-01-01T18:20:00,24.87,60.15,197,143,251,-84,6.6,Good,False
NODE_001,2025-01-01T18:25:00,23.27,60.41,207,153,256,-87,6.1,Good,False
NODE_001,2025-01-01T18:30:00,24.97,59.58,198,131,244,-84,5.0,Good,False
NODE_001,2025-01-01T18:35:00,25.73,61.71,212,154,258,-87,6.5,Good,False
NODE_001,2025-01-01T18:40:00,26.0,58.66,213,147,252,-84,5.1,Good,False
NODE_001,2025-01-01T18:45:00,24.31,56.33,211,165,257,-87,5.8,Good,False
NODE_001,2025-01-01T18:50:00,23.89,59.57,196,157,263,-82,5.9,Good,False
NODE_001,2025-01-01T18:55:00,24.29,62.22,188,133,262,-85,6.1,Good,False
NODE_001,2025-01-01T19:00:00,24.19,60.85,195,149,255,-84,5.5,Good,False
NODE_001,2025-01-01T19:05:00,24.64,56.39,196,149,252,-82,6.2,Good,False
NODE_001,2025-01-01T19:10:00,24.89,60.9,184,138,238,-84,6.8,Good,False
NODE_001,2025-01-01T19:15:00,25.25,59.56,212,139,241,-85,5.8,Good,False
NODE_001,2025-01-01T19:20:00,23.02,61.5,189,152,270,-86,6.1,Good,False
NODE_001,2025-01-01T19:25:00,25.9,63.92,211,145,237,-79,5.2,Good,False
NODE_001,2025-01-01T19:30:00,25.25,60.94,210,150,253,-85,5.7,Good,False
NODE_001,2025-01-01T19:35:00,25.87,59.75,188,149,253,-88,6.6,Good,False
NODE_001,2025-01-01T19:40:00,24.09,58.69,194,163,228,-78,6.6,Good,False
NODE_001,2025-01-01T19:45:00,24.66,60.83,214,161,247,-83,4.5,Good,False
NODE_001,2025-01-01T19:50:00,25.66,60.39,199,146,261,-83,5.8,Good,False
NODE_001,2025-01-01T19:55:00,24.25,62.29,194,141,243,-83,6.3,Good,False
NODE_001,2025-01-01T20:00:00,25.73,61.03,193,154,258,-83,6.3,Good,False
NODE_001,2025-01-01T20:05:00,25.45,58.47,202,141,249,-86,5.9,Good,False
NODE_001,2025-01-01T20:10:00,24.21,59.38,181,152,250,-86,5.9,Good,False
NODE_001,2025-01-01T20:15:00,25.08,59.68,192,140,242,-83,5.9,Good,False
NODE_001,2025-01-01T20:20:00,24.74,55.99,206,137,250,-84,5.6,Good,False
NODE_001,2025-01-01T20:25:00,25.34,60.02,210,171,237,-84,5.8,Good,False
NODE_001,2025-01-01T20:30:00,25.81,58.05,204,155,260,-79,5.6,Good,False
NODE_001,2025-01-01T20:35:00,25.89,56.33,199,153,240,-86,6.6,Good,False
NODE_001,2025-01-01T20:40:00,25.0,59.98,196,151,258,-86,5.9,Good,False
NODE_001,2025-01-01T20:45:00,24.22,61.46,195,160,243,-83,5.9,Good,False
NODE_001,2025-01-01T20:50:00,25.39,59.79,202,144,225,-85,6.3,Good,False
NODE_001,2025-01-01T20:55:00,24.18,60.38,200,139,260,-83,6.6,Good,False
NODE_001,2025-01-01T21:00:00,24.86,59.1,200,156,235,-89,5.3,Good,False
NODE_001,2025-01-01T21:05:00,23.58,62.47,196,146,254,-82,6.0,Good,False
NODE_001,2025-01-01T21:10:00,25.67,57.86,184,158,253,-86,6.5,Good,False
NODE_001,2025-01-01T21:15:00,23.63,63.1,192,151,248,-86,5.9,Good,False
NODE_001,2025-01-01T21:20:00,25.04,58.0,207,144,247,-86,6.4,Good,False
NODE_001,2025-01-01T21:25:00,22.59,59.85,200,155,249,-87,6.6,Good,False
NODE_001,2025-01-01T21:30:00,25.72,61.44,204,150,256,-83,6.5,Good,False
NODE_001,2025-01-01T21:35:00,24.26,55.68,202,159,236,-84,6.1,Good,False
NODE_001,2025-01-01T21:40:00,24.78,62.98,183,141,248,-88,5.7,Good,False
NODE_001,2025-01-01T21:45:00,24.96,61.07,200,147,243,-85,5.8,Good,False
NODE_001,2025-01-01T21:50:00,26.28,61.12,188,152,254,-82,5.4,Good,False
NODE_001,2025-01-01T21:55:00,25.85,61.28,197,147,231,-85,6.1,Good,False
NODE_001,2025-01-01T22:00:00,24.16,64.18,183,151,270,-84,6.4,Good,False
NODE_001,2025-01-01T22:05:00,24.38,64.38,181,144,249,-87,5.9,Good,False
NODE_001,2025-01-01T22:10:00,24.57,61.18,184,154,270,-87,6.1,Good,False
NODE_001,2025-01-01T22:15:00,25.04,61.1,194,150,255,-86,6.2,Good,False
NODE_001,2025-01-01T22:20:00,26.8,59.62,207,137,240,-84,6.0,Good,False
NODE_001,2025-01-01T22:25:00,26.56,61.24,197,156,237,-83,5.8,Good,False
NODE_001,2025-01-01T22:30:00,24.53,60.53,195,149,270,-85,5.6,Good,False
NODE_001,2025-01-01T22:35:00,23.43,57.31,183,152,251,-88,6.5,Good,False
NODE_001,2025-01-01T22:40:00,24.32,61.58,180,158,237,-83,5.2,Good,False
NODE_001,2025-01-01T22:45:00,25.03,60.43,198,134,269,-81,6.1,Good,False
NODE_001,2025-01-01T22:50:00,24.1,57.34,198,159,248,-81,6.2,Good,False
NODE_001,2025-01-01T22:55:00,23.67,58.9,189,146,254,-90,6.1,Good,False
NODE_001,2025-01-01T23:00:00,25.44,60.81,212,139,256,-82,6.1,Good,False
NODE_001,2025-01-01T23:05:00,26.05,58.85,183,156,224,-87,5.5,Good,False
NODE_001,2025-01-01T23:10:00,25.68,57.7,206,154,232,-86,6.4,Good,False
NODE_001,2025-01-01T23:15:00,25.58,59.08,188,164,232,-84,5.6,Good,False
NODE_001,2025-01-01T23:20:00,24.17,61.05,204,164,256,-88,6.5,Good,False
NODE_001,2025-01-01T23:25:00,25.8,60.07,190,126,251,-83,6.4,Good,False
NODE_001,2025-01-01T23:30:00,24.68,63.59,202,154,256,-84,5.7,Good,False
NODE_001,2025-01-01T23:35:00,25.54,57.4,187,160,259,-85,6.3,Good,False
NODE_001,2025-01-01T23:40:00,23.91,59.23,206,158,247,-85,6.0,Good,False
NODE_001,2025-01-01T23:45:00,25.45,61.55,189,151,263,-84,5.7,Good,False
NODE_001,2025-01-01T23:50:00,25.7,60.84,204,144,228,-82,5.4,Good,False
NODE_001,2025-01-01T23:55:00,23.99,60.75,208,143,257,-82,6.1,Good,False
NODE_001,2025-01-02T00:00:00,24.63,60.29,182,154,239,-87,6.6,Good,False
NODE_001,2025-01-02T00:05:00,24.13,58.63,198,142,259,-87,6.6,Good,False
NODE_001,2025-01-02T00:10:00,24.84,58.9,201,155,261,-82,6.8,Good,False
NODE_001,2025-01-02T00:15:00,24.51,59.41,194,144,233,-84,5.6,Good,False
NODE_001,2025-01-02T00:20:00,24.77,58.15,208,160,231,-86,5.6,Good,False
NODE_001,2025-01-02T00:25:00,24.34,56.51,198,159,237,-86,6.1,Good,False
NODE_001,2025-01-02T00:30:00,24.87,59.46,239,183,206,-83,6.3,Good,False
NODE_001,2025-01-02T00:35:00,23.66,59.57,285,191,301,-85,5.2,Good,False
NODE_001,2025-01-02T00:40:00,26.07,60.99,302,207,308,-85,6.8,Good,False
NODE_001,2025-01-02T00:45:00,26.79,60.03,329,247,423,-86,5.6,Moderate,False
NODE_001,2025-01-02T00:50:00,29.43,59.4,387,263,482,-83,6.1,Moderate,False
NODE_001,2025-01-02T00:55:00,28.98,59.63,448,292,501,-82,6.3,Moderate,False
NODE_001,2025-01-02T01:00:00,29.87,58.5,518,292,523,-88,5.7,Poor,False
NODE_001,2025-01-02T01:05:00,30.25,61.59,528,313,586,-83,5.5,Poor,False
NODE_001,2025-01-02T01:10:00,36.65,60.33,804,517,792,-83,6.5,Hazardous,True
NODE_001,2025-01-02T01:15:00,42.12,58.66,800,653,792,-87,6.0,Hazardous,True
NODE_001,2025-01-02T01:20:00,44.77,61.69,744,617,850,-83,5.5,Hazardous,True
NODE_001,2025-01-02T01:25:00,37.66,60.22,785,605,823,-87,6.3,Hazardous,True
NODE_001,2025-01-02T01:30:00,24.85,58.81,192,143,251,-84,5.2,Good,False
