node_id,timestamp,temperature,humidity,mq2_analog,mq9_analog,mq135_analog,rssi,snr,air_quality,emergency
NODE_009,2025-01-01T08:25:00,26.32,54.98,148,171,264,-90,8.0,Good,False
NODE_009,2025-01-01T08:30:00,24.7,78.47,146,104,208,-87,7.1,Good,False
NODE_005,2025-01-01T08:35:00,21.25,74.44,195,183,492,-78,10.0,Moderate,False
NODE_010,2025-01-01T08:40:00,25.59,67.09,195,193,209,-66,6.4,Good,False
NODE_007,2025-01-01T08:45:00,44.13,68.41,696,847,800,-74,2.7,Hazardous,True
NODE_010,2025-01-01T08:50:00,26.12,64.79,198,132,234,-89,13.2,Good,False
NODE_007,2025-01-01T08:55:00,24.93,65.25,289,123,252,-86,3.8,Good,False
NODE_006,2025-01-01T09:00:00,25.59,49.37,249,168,220,-89,11.4,Good,False
NODE_004,2025-01-01T09:05:00,26.07,63.93,234,132,315,-83,8.9,Good,False
NODE_003,2025-01-01T09:10:00,24.41,73.17,220,215,227,-82,2.9,Good,False
NODE_009,2025-01-01T09:15:00,23.41,66.19,256,238,244,-96,7.7,Good,False
NODE_008,2025-01-01T09:20:00,23.49,62.12,254,146,305,-76,1.3,Good,False
NODE_002,2025-01-01T09:25:00,31.01,58.95,289,101,441,-97,10.1,Moderate,False
NODE_001,2025-01-01T09:30:00,27.33,64.02,165,159,232,-86,9.2,Good,False
NODE_002,2025-01-01T09:35:00,18.3,62.35,142,159,272,-85,9.3,Good,False
NODE_003,2025-01-01T09:40:00,22.88,44.44,186,87,265,-78,1.8,Good,False
NODE_003,2025-01-01T09:45:00,22.48,65.21,242,186,322,-85,5.1,Good,False
NODE_007,2025-01-01T09:50:00,26.14,56.73,172,151,208,-86,2.9,Good,False
NODE_010,2025-01-01T09:55:00,24.43,64.48,170,150,258,-80,-0.3,Good,False
NODE_002,2025-01-01T10:00:00,33.81,51.29,467,121,715,-74,5.5,Poor,False
NODE_007,2025-01-01T10:05:00,26.64,50.83,198,210,307,-81,6.6,Good,False
NODE_007,2025-01-01T10:10:00,26.35,49.23,233,117,347,-74,5.2,Good,False
NODE_010,2025-01-01T10:15:00,26.02,74.35,228,160,301,-77,7.9,Moderate,False
NODE_008,2025-01-01T10:20:00,28.87,57.39,206,119,173,-101,1.3,Good,False
NODE_009,2025-01-01T10:25:00,24.09,47.07,169,155,207,-107,4.0,Good,False
NODE_005,2025-01-01T10:30:00,25.18,71.26,177,149,180,-100,13.0,Good,False
NODE_009,2025-01-01T10:35:00,27.18,66.8,228,142,273,-86,7.7,Good,False
NODE_001,2025-01-01T10:40:00,24.9,50.5,156,120,308,-91,10.5,Good,False
NODE_002,2025-01-01T10:45:00,27.32,53.97,120,145,240,-66,6.7,Good,False
NODE_009,2025-01-01T10:50:00,25.48,50.63,665,147,621,-81,5.1,Poor,False
NODE_005,2025-01-01T10:55:00,26.2,65.0,135,184,231,-77,3.9,Good,False
NODE_006,2025-01-01T11:00:00,27.41,54.4,290,125,264,-92,7.6,Good,False
NODE_002,2025-01-01T11:05:00,22.8,56.46,222,186,347,-70,0.9,Good,False
NODE_005,2025-01-01T11:10:00,25.94,59.98,220,126,163,-104,6.9,Good,False
NODE_007,2025-01-01T11:15:00,23.4,43.77,228,116,207,-92,6.1,Good,False
NODE_003,2025-01-01T11:20:00,23.13,67.01,251,153,277,-63,8.1,Good,False
NODE_008,2025-01-01T11:25:00,30.84,57.4,286,152,209,-94,7.9,Good,False
NODE_001,2025-01-01T11:30:00,22.26,60.81,279,140,467,-90,1.8,Moderate,False
NODE_005,2025-01-01T11:35:00,25.22,67.8,203,186,205,-82,7.5,Good,False
NODE_009,2025-01-01T11:40:00,26.75,49.29,155,128,235,-93,1.2,Good,False
NODE_003,2025-01-01T11:45:00,31.47,48.69,241,150,265,-85,4.7,Good,False
NODE_009,2025-01-01T11:50:00,28.5,65.68,229,134,235,-95,9.9,Good,False
NODE_002,2025-01-01T11:55:00,25.15,61.7,188,155,397,-88,-1.6,Good,False
NODE_005,2025-01-01T12:00:00,25.19,56.28,150,165,253,-113,6.9,Good,False
NODE_009,2025-01-01T12:05:00,25.85,52.07,227,111,412,-91,5.8,Moderate,False
NODE_010,2025-01-01T12:10:00,23.31,55.89,181,128,268,-91,1.4,Good,False
NODE_004,2025-01-01T12:15:00,27.74,65.0,314,118,237,-90,2.5,Good,False
NODE_003,2025-01-01T12:20:00,28.62,56.83,243,172,248,-86,8.6,Good,False
NODE_006,2025-01-01T12:25:00,22.61,61.09,144,120,248,-96,5.9,Good,False
NODE_003,2025-01-01T12:30:00,28.5,51.37,84,136,283,-73,2.6,Moderate,False
NODE_009,2025-01-01T12:35:00,20.2,55.93,195,177,334,-72,4.1,Good,False
NODE_009,2025-01-01T12:40:00,25.51,48.09,203,152,353,-82,4.6,Good,False
NODE_001,2025-01-01T12:45:00,22.59,72.99,150,110,290,-73,6.8,Good,False
NODE_010,2025-01-01T12:50:00,22.88,52.18,243,168,328,-82,3.2,Good,False
NODE_006,2025-01-01T12:55:00,26.93,72.25,170,151,626,-93,7.1,Moderate,False
NODE_008,2025-01-01T13:00:00,26.67,57.9,170,111,247,-89,5.0,Moderate,False
NODE_001,2025-01-01T13:05:00,25.63,58.35,132,177,481,-76,3.6,Moderate,False
NODE_002,2025-01-01T13:10:00,28.64,58.6,536,172,637,-85,8.4,Poor,False
NODE_006,2025-01-01T13:15:00,26.73,60.3,125,164,293,-103,6.2,Good,False
NODE_005,2025-01-01T13:20:00,30.43,66.24,216,177,212,-80,8.5,Good,False
NODE_004,2025-01-01T13:25:00,22.22,72.88,178,157,165,-90,2.7,Good,False
NODE_001,2025-01-01T13:30:00,25.83,74.55,361,116,539,-105,7.8,Poor,False
NODE_004,2025-01-01T13:35:00,37.37,43.01,989,544,1023,-90,6.6,Hazardous,True
NODE_010,2025-01-01T13:40:00,29.63,80.06,303,186,540,-93,6.0,Moderate,False
NODE_002,2025-01-01T13:45:00,24.49,55.47,234,178,255,-70,3.8,Good,False
NODE_002,2025-01-01T13:50:00,19.4,59.17,193,195,435,-66,9.7,Moderate,False
NODE_008,2025-01-01T13:55:00,26.75,57.74,152,138,315,-89,2.6,Good,False
NODE_002,2025-01-01T14:00:00,25.42,42.32,216,145,342,-79,4.4,Moderate,False
NODE_009,2025-01-01T14:05:00,21.49,31.28,198,203,349,-89,3.0,Good,False
NODE_003,2025-01-01T14:10:00,25.91,67.66,261,146,237,-87,7.1,Good,False
NODE_003,2025-01-01T14:15:00,41.26,51.97,815,486,547,-95,6.7,Hazardous,True
NODE_008,2025-01-01T14:20:00,25.26,67.02,204,146,357,-79,2.0,Moderate,False
NODE_009,2025-01-01T14:25:00,32.24,60.8,217,125,231,-78,4.7,Good,False
NODE_003,2025-01-01T14:30:00,28.05,86.63,185,154,272,-66,2.2,Good,False
NODE_005,2025-01-01T14:35:00,24.83,55.52,300,203,187,-71,6.2,Good,False
NODE_009,2025-01-01T14:40:00,23.06,59.41,168,168,381,-99,6.3,Moderate,False
NODE_010,2025-01-01T14:45:00,23.92,65.11,215,149,246,-92,3.1,Good,False
NODE_007,2025-01-01T14:50:00,24.98,70.38,225,189,215,-103,6.6,Good,False
NODE_004,2025-01-01T14:55:00,26.09,73.68,259,166,295,-86,8.9,Good,False
NODE_009,2025-01-01T15:00:00,26.97,68.34,178,142,279,-90,4.5,Good,False
NODE_004,2025-01-01T15:05:00,25.89,67.61,190,115,415,-79,6.0,Moderate,False
NODE_005,2025-01-01T15:10:00,43.72,59.55,978,858,1015,-81,6.6,Hazardous,True
NODE_007,2025-01-01T15:15:00,23.94,63.38,185,155,329,-71,5.6,Good,False
NODE_006,2025-01-01T15:20:00,18.63,53.92,264,149,364,-87,4.9,Moderate,False
NODE_008,2025-01-01T15:25:00,23.82,50.78,280,140,599,-80,5.9,Moderate,False
NODE_009,2025-01-01T15:30:00,22.29,63.24,141,185,432,-79,4.6,Moderate,False
NODE_008,2025-01-01T15:35:00,41.61,46.54,954,468,1023,-78,2.4,Hazardous,True
NODE_002,2025-01-01T15:40:00,27.5,62.73,232,121,259,-83,9.3,Good,False
NODE_004,2025-01-01T15:45:00,25.76,59.37,190,121,236,-80,6.6,Good,False
NODE_004,2025-01-01T15:50:00,25.95,68.89,173,169,380,-84,0.3,Moderate,False
NODE_002,2025-01-01T15:55:00,49.75,43.94,1023,589,866,-84,9.5,Hazardous,True
NODE_006,2025-01-01T16:00:00,22.22,62.38,248,165,261,-74,4.0,Good,False
NODE_001,2025-01-01T16:05:00,19.51,65.11,268,145,307,-68,8.2,Good,False
NODE_010,2025-01-01T16:10:00,25.23,43.98,187,124,380,-86,6.1,Good,False
NODE_009,2025-01-01T16:15:00,30.09,53.77,209,127,170,-89,3.9,Good,False
NODE_004,2025-01-01T16:20:00,37.71,59.17,962,542,996,-57,7.1,Hazardous,True
NODE_010,2025-01-01T16:25:00,24.46,52.21,190,123,266,-85,9.2,Good,False
NODE_004,2025-01-01T16:30:00,23.8,53.47,131,94,299,-86,8.8,Good,False
NODE_001,2025-01-01T16:35:00,23.37,61.45,169,128,270,-93,5.1,Good,False
NODE_002,2025-01-01T16:40:00,29.56,55.09,225,144,323,-73,6.6,Good,False
NODE_001,2025-01-01T16:45:00,27.28,63.82,231,151,205,-101,4.1,Good,False
NODE_004,2025-01-01T16:50:00,33.03,55.14,102,171,301,-72,11.5,Good,False
NODE_002,2025-01-01T16:55:00,22.76,50.56,145,142,445,-91,0.5,Moderate,False
NODE_001,2025-01-01T17:00:00,28.51,75.86,238,120,338,-94,4.7,Good,False
NODE_006,2025-01-01T17:05:00,25.15,58.39,129,186,240,-92,1.1,Good,False
NODE_002,2025-01-01T17:10:00,47.73,78.91,800,556,878,-85,4.9,Hazardous,True
NODE_009,2025-01-01T17:15:00,24.22,75.99,228,141,474,-86,7.3,Moderate,False
NODE_004,2025-01-01T17:20:00,20.29,48.73,140,154,664,-103,4.4,Moderate,False
NODE_005,2025-01-01T17:25:00,22.64,53.79,191,135,131,-77,12.2,Good,False
NODE_008,2025-01-01T17:30:00,22.24,34.7,185,183,367,-89,5.7,Good,False
NODE_004,2025-01-01T17:35:00,32.93,44.97,212,164,519,-82,5.0,Moderate,False
NODE_009,2025-01-01T17:40:00,26.86,56.3,218,149,317,-85,3.3,Good,False
NODE_003,2025-01-01T17:45:00,23.04,54.04,268,85,635,-82,7.6,Moderate,False
NODE_010,2025-01-01T17:50:00,26.94,65.56,204,144,240,-79,-2.8,Good,False
NODE_010,2025-01-01T17:55:00,26.97,61.95,199,138,317,-75,3.1,Good,False
NODE_008,2025-01-01T18:00:00,20.86,53.73,243,178,280,-77,7.5,Good,False
NODE_004,2025-01-01T18:05:00,23.08,64.32,240,172,321,-77,5.9,Good,False
NODE_008,2025-01-01T18:10:00,22.35,58.37,162,129,241,-103,6.6,Good,False
NODE_007,2025-01-01T18:15:00,25.0,51.83,232,178,153,-92,8.5,Good,False
NODE_004,2025-01-01T18:20:00,24.42,57.35,99,169,175,-71,2.1,Good,False
NODE_002,2025-01-01T18:25:00,15.94,61.84,290,187,437,-80,7.5,Moderate,False
NODE_002,2025-01-01T18:30:00,28.18,87.6,219,134,248,-102,4.4,Good,False
NODE_007,2025-01-01T18:35:00,49.78,51.78,645,514,1023,-87,3.7,Hazardous,True
NODE_006,2025-01-01T18:40:00,27.19,55.12,251,130,240,-75,5.8,Good,False
NODE_007,2025-01-01T18:45:00,30.95,75.69,517,165,495,-82,5.1,Poor,False
NODE_007,2025-01-01T18:50:00,23.69,61.4,220,146,80,-84,1.8,Good,False
NODE_008,2025-01-01T18:55:00,20.75,72.35,183,138,278,-87,7.1,Good,False
NODE_001,2025-01-01T19:00:00,27.91,76.02,162,137,326,-76,10.6,Good,False
NODE_002,2025-01-01T19:05:00,22.72,61.92,192,123,165,-102,6.4,Good,False
NODE_001,2025-01-01T19:10:00,20.42,48.66,189,70,296,-109,7.6,Good,False
NODE_007,2025-01-01T19:15:00,24.87,80.18,210,181,206,-87,6.6,Good,False
NODE_006,2025-01-01T19:20:00,27.94,52.58,91,157,441,-78,8.0,Moderate,False
NODE_002,2025-01-01T19:25:00,18.18,50.64,180,144,365,-91,5.9,Moderate,False
NODE_004,2025-01-01T19:30:00,26.61,60.52,189,130,210,-90,7.2,Good,False
NODE_004,2025-01-01T19:35:00,29.24,63.26,181,111,344,-78,5.3,Good,False
NODE_004,2025-01-01T19:40:00,24.21,41.64,216,168,184,-86,6.0,Good,False
NODE_009,2025-01-01T19:45:00,20.12,54.7,211,175,212,-90,5.8,Good,False
NODE_008,2025-01-01T19:50:00,24.4,47.68,222,161,252,-81,3.9,Good,False
NODE_003,2025-01-01T19:55:00,25.47,61.63,202,166,416,-79,5.7,Moderate,False
NODE_007,2025-01-01T20:00:00,21.27,50.39,241,191,320,-85,10.7,Good,False
NODE_003,2025-01-01T20:05:00,26.86,57.93,231,111,353,-86,3.4,Moderate,False
NODE_005,2025-01-01T20:10:00,24.94,55.13,352,160,447,-101,6.7,Poor,False
NODE_008,2025-01-01T20:15:00,25.45,61.01,229,185,214,-71,2.3,Good,False
NODE_004,2025-01-01T20:20:00,22.87,54.02,299,150,643,-65,7.6,Poor,False
NODE_002,2025-01-01T20:25:00,32.9,51.95,247,173,502,-89,4.9,Moderate,False
NODE_008,2025-01-01T20:30:00,14.59,64.09,133,133,188,-84,8.1,Good,False
NODE_009,2025-01-01T20:35:00,28.8,56.31,176,178,312,-77,6.3,Good,False
NODE_002,2025-01-01T20:40:00,28.16,54.27,334,170,422,-95,3.8,Poor,False
NODE_001,2025-01-01T20:45:00,28.65,68.21,187,184,326,-89,2.6,Moderate,False
NODE_009,2025-01-01T20:50:00,29.38,42.8,170,156,577,-79,6.3,Moderate,False
NODE_001,2025-01-01T20:55:00,20.23,67.93,248,174,251,-94,9.2,Good,False
NODE_002,2025-01-01T21:00:00,27.99,68.16,196,182,305,-90,7.6,Good,False
NODE_004,2025-01-01T21:05:00,21.1,47.78,252,178,288,-84,7.4,Good,False
NODE_003,2025-01-01T21:10:00,23.4,52.88,272,148,486,-71,11.5,Moderate,False
NODE_007,2025-01-01T21:15:00,25.12,57.62,213,157,333,-96,3.0,Good,False
NODE_008,2025-01-01T21:20:00,26.13,68.1,167,173,612,-84,4.1,Moderate,False
NODE_008,2025-01-01T21:25:00,21.99,48.98,262,104,323,-93,3.9,Good,False
NODE_004,2025-01-01T21:30:00,27.8,78.13,167,137,509,-73,2.4,Moderate,False
NODE_007,2025-01-01T21:35:00,26.56,75.2,175,141,218,-98,6.2,Good,False
NODE_001,2025-01-01T21:40:00,29.54,53.87,167,201,183,-101,0.8,Good,False
NODE_003,2025-01-01T21:45:00,24.62,69.48,135,152,273,-85,6.6,Good,False
NODE_007,2025-01-01T21:50:00,25.59,51.87,274,187,321,-74,8.0,Good,False
NODE_001,2025-01-01T21:55:00,20.39,57.85,213,199,293,-84,5.2,Good,False
NODE_007,2025-01-01T22:00:00,24.02,43.76,424,164,668,-86,6.9,Poor,False
NODE_005,2025-01-01T22:05:00,53.75,43.95,1007,470,1023,-90,6.8,Hazardous,True
NODE_008,2025-01-01T22:10:00,25.88,57.66,160,129,195,-93,8.0,Good,False
NODE_005,2025-01-01T22:15:00,29.46,54.2,211,164,278,-80,2.3,Good,False
NODE_007,2025-01-01T22:20:00,27.61,68.87,161,151,290,-87,3.6,Good,False
NODE_009,2025-01-01T22:25:00,20.86,63.04,236,143,337,-91,11.2,Good,False
NODE_008,2025-01-01T22:30:00,30.98,52.33,172,175,226,-85,6.0,Good,False
NODE_003,2025-01-01T22:35:00,22.93,55.07,272,112,298,-77,7.0,Good,False
NODE_004,2025-01-01T22:40:00,26.71,69.68,183,131,184,-93,1.9,Good,False
NODE_005,2025-01-01T22:45:00,21.03,64.82,227,166,234,-84,-0.7,Good,False
NODE_004,2025-01-01T22:50:00,24.31,51.49,208,239,456,-80,7.8,Moderate,False
NODE_001,2025-01-01T22:55:00,31.17,48.69,223,122,283,-94,8.9,Good,False
NODE_010,2025-01-01T23:00:00,27.76,47.54,202,128,174,-60,7.3,Good,False
NODE_009,2025-01-01T23:05:00,20.87,54.35,251,212,154,-103,3.4,Good,False
NODE_001,2025-01-01T23:10:00,26.6,33.64,200,159,305,-94,6.8,Good,False
NODE_006,2025-01-01T23:15:00,22.31,55.92,150,169,301,-87,5.1,Good,False
NODE_001,2025-01-01T23:20:00,24.85,86.21,144,193,309,-82,11.3,Good,False
NODE_001,2025-01-01T23:25:00,26.12,63.89,197,186,315,-91,3.6,Good,False
NODE_010,2025-01-01T23:30:00,24.81,72.37,177,148,495,-107,4.2,Moderate,False
NODE_008,2025-01-01T23:35:00,25.63,72.0,175,93,287,-91,5.4,Good,False
NODE_009,2025-01-01T23:40:00,23.19,37.94,244,188,289,-96,7.8,Good,False
NODE_009,2025-01-01T23:45:00,27.01,52.66,204,163,541,-70,7.2,Moderate,False
NODE_003,2025-01-01T23:50:00,22.42,74.03,234,136,430,-81,11.1,Moderate,False
NODE_001,2025-01-01T23:55:00,28.21,61.91,247,119,430,-91,2.7,Moderate,False
NODE_009,2025-01-02T00:00:00,22.65,56.29,129,150,304,-94,10.6,Good,False
NODE_002,2025-01-02T00:05:00,26.53,70.31,167,175,184,-76,2.5,Good,False
NODE_003,2025-01-02T00:10:00,22.31,65.97,152,163,167,-79,7.9,Good,False
NODE_002,2025-01-02T00:15:00,35.19,65.82,750,649,792,-84,2.3,Hazardous,True
NODE_010,2025-01-02T00:20:00,28.49,66.71,185,135,288,-73,3.6,Good,False
NODE_002,2025-01-02T00:25:00,26.11,63.16,195,134,322,-90,2.4,Good,False
NODE_004,2025-01-02T00:30:00,27.08,73.35,231,182,652,-67,11.3,Moderate,False
NODE_007,2025-01-02T00:35:00,23.52,46.46,172,171,259,-99,6.4,Good,False
NODE_002,2025-01-02T00:40:00,28.36,65.49,234,197,246,-91,7.7,Good,False
NODE_010,2025-01-02T00:45:00,24.52,60.01,136,183,314,-80,2.9,Good,False
NODE_004,2025-01-02T00:50:00,21.38,63.73,180,204,307,-80,7.6,Good,False
NODE_010,2025-01-02T00:55:00,28.99,68.47,224,120,433,-101,7.6,Good,False
NODE_010,2025-01-02T01:00:00,25.45,67.65,113,183,393,-81,8.4,Moderate,False
NODE_001,2025-01-02T01:05:00,26.29,56.59,514,156,695,-84,9.6,Poor,False
NODE_010,2025-01-02T01:10:00,24.64,58.18,175,160,268,-91,5.5,Good,False
NODE_002,2025-01-02T01:15:00,23.02,52.95,113,143,147,-89,3.0,Good,False
